seed,phenomenon,reward,source_domain,target_domain,train_rho,target_rho,reward_model,bottleneck_dim,source_accuracy,target_accuracy,conflict_accuracy,source_reward_true_corr,target_reward_true_corr,target_reward_spur_corr,agop_source_target_abs_cosine,agop_top_true_alignment,agop_top_spur_alignment,transfer_spurious_score,label_flip_signal,shared_direction_signal,spurious_sensitivity,true_sensitivity,abs_spurious_over_true_sensitivity,probe_abs_cos_true_spur,probe_r2_true,probe_r2_spur
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,balanced_rm,5,0.865,0.2975,0.13,0.8893713655822588,-0.8992376214321741,0.9071221044738605,0.971247866628874,0.29334981820250255,0.7639565854201006,0.7046175217264068,True,True,17.58520520532246,8.519854040585178,2.064026580919529,0.9997497586245582,0.8372681073904829,0.8488554210515876
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,less_compressed_rm,8,0.8525,0.295,0.1275,0.8986539046478719,-0.8866267224567959,0.8956380313615201,0.9815611677396756,0.22718857953084065,0.830362123220347,0.7004597382773218,True,True,21.350810816692825,11.438729230270317,1.8665369541392902,0.9989851506377565,0.847723278306956,0.8576992667271419
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,3,0.87125,0.46125,0.1725,0.8183012548986954,-0.8203237656805197,0.8348191663428141,0.6877770656055071,0.5010396345534679,0.39553148965083307,0.38542387383822263,True,True,9.16310702025776,7.967120048303919,1.1501153446543646,0.999929578433853,0.7269602294414004,0.7498124637411188
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,balanced_rm,5,0.85125,0.38,0.1575,0.8342487877381771,-0.8470532332768265,0.865468250738208,0.9793420423983055,0.20406659842411787,0.165158353449262,0.5989517363278097,True,True,13.90881252351521,10.573508350702024,1.3154396877732393,0.9995916804621088,0.7817909198462916,0.8087172326293955
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,less_compressed_rm,8,0.8425,0.4275,0.14,0.8353874992369804,-0.8744903367673189,0.8888965750462604,0.9329188595910486,0.3347945492416171,0.6914641144608269,0.6058123082022377,True,True,17.9736163310022,14.439156935603195,1.2447829475891319,0.9997701469716344,0.7821607004286497,0.8093928109816578
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,compact_rm,3,0.8175,0.635,0.4425,0.8283680619300244,-0.2997758526549745,0.33763154244751103,0.903825343739512,0.0442233607664014,0.07052740074199988,0.0757787646120559,True,True,6.509981428648744,10.6309381560605,0.6123618944145136,0.9979027754801097,0.1300684715530771,0.15167950434898814
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,balanced_rm,5,0.81375,0.63625,0.39875,0.8336230878499665,-0.38996728887620025,0.42820984489974195,0.9113836104714477,0.26315076369121937,0.028461586862544345,0.12686907564328662,True,True,9.331005952650024,13.67067996031455,0.6825560966782611,0.9977023499913888,0.37465828276416,0.40141880048924183
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,less_compressed_rm,8,0.80625,0.6225,0.355,0.8339334282606603,-0.4392740675041553,0.4728057981807255,0.9606083697894584,0.037258123010341655,0.0842135394195228,0.1663780801133977,True,True,11.848893714037786,18.65058166598673,0.6353096072948085,0.9972276985672142,0.52403497682187,0.5499446754546289
1,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,3,0.86375,0.475,0.1475,0.8765046124545353,-0.8691921977276856,0.8860850882441192,0.9751653227193288,0.301254356271185,0.42189140936602726,0.6582997682886176,True,True,10.743753616110855,10.530692281452916,1.020232414827389,0.9999347788356172,0.7782535327471897,0.8070788227552399
1,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,balanced_rm,5,0.84625,0.46375,0.14625,0.8803547639985513,-0.8644126681337281,0.8818726902903345,0.8372698797884663,0.4501058781767051,0.4014829062201304,0.5618885772864196,True,True,14.161339612238766,12.188415092363034,1.161868832405611,0.9997394153214737,0.7831317023159574,0.8110053917790154
1,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,less_compressed_rm,8,0.845,0.465,0.16625,0.8803616940141871,-0.8156018993821622,0.8366956691997604,0.9893059123815229,0.5248632077962135,0.572394961647371,0.5943434645470215,True,True,20.564047251335523,20.519744292693932,1.0021590404836265,0.9982918485711684,0.8054864999656608,0.8301350681386035
1,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,3,0.84625,0.5925,0.295,0.8593207231014577,-0.6011350991151312,0.6375582309402898,0.923204930062028,0.3579759980798393,0.11390365245865898,0.30405023503991263,True,True,8.249505620553379,10.732474982002463,0.7686489495095182,0.9982202075171063,0.5989875651983392,0.6272423245753717
1,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,balanced_rm,5,0.825,0.63125,0.3625,0.8653548080486055,-0.3959240120164843,0.43058495347216913,0.974044134662421,0.07522045623494818,0.03142107916825867,0.14369562240013942,True,True,10.940381758672874,17.798066705871204,0.6146949519558703,0.9982287277825704,0.4722482583830673,0.5024672977582664
1,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,less_compressed_rm,8,0.85875,0.58375,0.28375,0.8789303567336557,-0.6420797452661909,0.6735595467151131,0.23218702665644514,0.028699315591830324,0.09333968140052967,0.08825867041653171,True,False,16.70435153047398,21.910234100045074,0.7623995003521945,0.9981341970273697,0.6969899492906094,0.725343085765632
1,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,compact_rm,3,0.85125,0.3375,0.13625,0.8709244179640567,-0.8825569575637203,0.8979574542228468,0.9796484092736645,0.37666800115076604,0.8243622104751251,0.6761595831340534,True,True,12.85265451487305,10.672904763518535,1.2042320998501927,0.9997904860878516,0.7831731451632384,0.809858549613813
1,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,balanced_rm,5,0.85,0.3275,0.14625,0.8719417386710415,-0.8488435034354601,0.8612636760833499,0.9855847383755209,0.29681033938401025,0.8615833774600857,0.6282683723795599,True,True,17.629410788442804,13.347419723469118,1.3208104003386174,0.9997000530461055,0.770918894176792,0.7894887137735541
1,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,less_compressed_rm,8,0.84,0.38125,0.12375,0.8857423610316657,-0.881828864639021,0.8934584408268869,0.9688085590441946,0.2682649871876033,0.6844730301474595,0.6760892785923333,True,True,26.98507455674392,20.4647575653995,1.3186119830888472,0.9990257206689048,0.8302539155148568,0.8485951436952056
1,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,compact_rm,3,0.84625,0.2575,0.0775,0.879476928770726,-0.8886533393348949,0.8939207529286743,0.6078750546215704,0.2470830168104346,0.7963068574880559,0.42468817604361864,True,False,13.53501305163818,7.425306128882382,1.822822226681097,0.9999264981848855,0.791305791420297,0.8003999250722926
1,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,balanced_rm,5,0.8525,0.25625,0.10625,0.8829551861125847,-0.8962229393357138,0.9009508033165848,0.9762336035375744,0.0883115213853676,0.5508230916573205,0.6960004926951585,True,True,18.922867693509353,7.958443452724232,2.377709637056216,0.9998820312248606,0.8133838166173027,0.8212294494402705
1,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,less_compressed_rm,8,0.84875,0.265,0.08875,0.9002952144920597,-0.9113427404069993,0.9162455389314206,0.9771181949114369,0.27658099840950084,0.8875644557399198,0.7345572568262521,True,True,29.818404503113797,16.235473869755314,1.8366205225867664,0.999257686757814,0.8349026093929905,0.843198946153219
1,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,3,0.82375,0.365,0.14125,0.8589071042936824,-0.8661808360164274,0.8823412685388414,0.5144082674968078,0.17165454185260595,0.5704685961343674,0.33767530287004754,True,False,11.491693764106962,7.670377323984199,1.4981914550897046,0.9993146956118226,0.7770249426400677,0.8004725084351849
1,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,balanced_rm,5,0.83125,0.35125,0.12625,0.8406422367312485,-0.8884635249596501,0.9035655730010691,0.9733165769795349,0.29727773446061895,0.4352679950095303,0.6568475813588184,True,True,18.36021355716465,12.165831683691154,1.5091622204322737,0.9987446989907618,0.7993501133262766,0.8228212337246946
1,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,less_compressed_rm,8,0.82875,0.3575,0.11625,0.8614529102606682,-0.8775455718626453,0.8922518945760685,0.5854697743298118,0.17560458950302058,0.05913113425872388,0.3949054972645133,True,False,20.221801252387117,11.429779127838305,1.7692206495167533,0.9987193903612448,0.817978089249013,0.8386388022408526
1,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,compact_rm,3,0.825,0.64875,0.3375,0.8404966936436398,-0.5157644027176013,0.5525075477079775,0.9734749416305958,0.45079545800763987,0.3362352630881245,0.2331580238729186,True,True,6.746942633231949,9.951998271135704,0.6779485334920582,0.9998666884966375,0.27759997505387135,0.3181006747396934
1,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,balanced_rm,5,0.845,0.55,0.2325,0.8249751289556666,-0.7248554036602756,0.7506241867495135,0.9966172826109593,0.1676171196856722,0.016771453419025143,0.44734563595546434,True,True,11.125261433356995,13.36344439280312,0.8325145154454717,0.999808483291806,0.6573607091474384,0.6971963321346797
1,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,less_compressed_rm,8,0.8325,0.58,0.2775,0.8299984521515664,-0.5774101959423771,0.6055717265123338,0.951441173829393,0.20769896233942983,0.2812701653328017,0.2761272468718289,True,True,12.883227829091878,19.818297399065287,0.6500673377572538,0.9981894300401181,0.7155190013180065,0.7463981686903135
